"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Garden County, NE","31069",184,32940,558.591,252.822
,"Garfield County, NE","31071",186,31704,586.677,242.920
,"Gosper County, NE","31073",112,32506,344.552,196.440
,"Grant County, NE","31075",28,10462,267.635,246.306
,"Greeley County, NE","31077",180,40650,442.804,221.572
,"Hall County, NE","31079",2256,890898,253.228,209.647
,"Hamilton County, NE","31081",489,146368,334.089,231.077
,"Harlan County, NE","31083",244,56074,435.139,228.666
,"Hayes County, NE","31085",29,15859,182.861,115.272
,"Hitchcock County, NE","31087",202,46748,432.104,238.038
,"Holt County, NE","31089",755,168492,448.092,238.042
,"Hooker County, NE","31091",83,11649,712.508,272.815
,"Howard County, NE","31093",377,101259,372.313,234.343
,"Jefferson County, NE","31095",658,122812,535.778,255.984
,"Johnson County, NE","31097",342,79724,428.980,250.118
,"Kearney County, NE","31099",377,105280,358.093,223.149
,"Keith County, NE","31101",514,131794,390.003,255.947
,"Keya Paha County, NE","31103",47,13726,342.416,184.143
,"Kimball County, NE","31105",278,60059,462.878,253.077
,"Knox County, NE","31107",795,127197,625.015,265.651
,"Lancaster County, NE","31109",8302,4283355,193.820,197.659
,"Lincoln County, NE","31111",1832,561683,326.163,241.692
,"Logan County, NE","31113",48,11962,401.271,286.896
,"Loup County, NE","31115",30,10192,294.349,189.126
,"McPherson County, NE","31117",19,8402,226.137 (Unreliable),133.105 (Unreliable)
,"Madison County, NE","31119",2077,548805,378.459,272.076
,"Merrick County, NE","31121",440,124123,354.487,232.040
,"Morrill County, NE","31123",313,79127,395.567,255.128
,"Nance County, NE","31125",238,59678,398.807,234.860
,"Nemaha County, NE","31127",394,114335,344.601,216.471
,"Nuckolls County, NE","31129",403,73081,551.443,247.087
,"Otoe County, NE","31131",856,249198,343.502,195.096
,"Pawnee County, NE","31133",246,44600,551.570,238.202
,"Perkins County, NE","31135",218,47792,456.143,229.715
,"Phelps County, NE","31137",595,148211,401.455,226.451
,"Pierce County, NE","31139",521,116934,445.550,275.349
,"Platte County, NE","31141",1399,499585,280.032,222.490
,"Polk County, NE","31143",443,85731,516.733,250.526
,"Red Willow County, NE","31145",628,176018,356.782,220.323
,"Richardson County, NE","31147",667,131518,507.155,239.502
,"Rock County, NE","31149",145,24026,603.513,282.800
,"Saline County, NE","31151",845,219770,384.493,261.710
,"Sarpy County, NE","31153",3404,2366479,143.842,214.110
,"Saunders County, NE","31155",851,326570,260.587,199.734
,"Scotts Bluff County, NE","31157",2267,562388,403.102,268.955
,"Seward County, NE","31159",936,266075,351.781,250.645
,"Sheridan County, NE","31161",416,77935,533.778,228.803
,"Sherman County, NE","31163",227,50296,451.328,224.009
,"Sioux County, NE","31165",34,21625,157.225,113.529
,"Stanton County, NE","31167",254,98606,257.591,212.224
,"Thayer County, NE","31169",501,85034,589.176,247.969
,"Thomas County, NE","31171",43,10822,397.339,248.415
,"Thurston County, NE","31173",237,46613,508.442,271.074
,"Valley County, NE","31175",330,68907,478.906,233.179
,"Washington County, NE","31177",775,317880,243.803,202.807
,"Wayne County, NE","31179",368,150916,243.844,194.405
,"Webster County, NE","31181",361,60448,597.208,274.516
,"Wheeler County, NE","31183",37,12866,287.580,223.698
,"York County, NE","31185",837,220654,379.327,230.736
,"Churchill County, NV","32001",1212,354900,341.505,305.488
,"Clark County, NV","32003",65108,26372240,246.881,276.927
,"Douglas County, NV","32005",1968,710570,276.961,193.798
,"Elko County, NV","32007",1222,709083,172.335,257.627
,"Esmeralda County, NV","32009",70,12707,550.877,330.494
,"Eureka County, NV","32011",86,27542,312.250,344.800
,"Humboldt County, NV","32013",534,240207,222.308,283.109
,"Lander County, NV","32015",194,83556,232.180,272.920
,"Lincoln County, NV","32017",256,76177,336.059,283.800
,"Lyon County, NV","32019",2268,729535,310.883,286.449
,"Mineral County, NV","32021",368,60707,606.190,343.047
,"Nye County, NV","32023",3257,631633,515.648,354.377
,"Pershing County, NV","32027",214,100228,213.513,241.988
,"Storey County, NV","32029",111,58882,188.513,154.934
,"Washoe County, NV","32031",16914,5972078,283.218,294.236
,"White Pine County, NV","32033",445,143098,310.976,262.295
,"Carson City, NV","32510",3387,830107,408.020,299.903
,"Belknap County, NH","33001",3204,945619,338.826,249.318
,"Carroll County, NH","33003",2319,744269,311.581,197.857
,"Cheshire County, NH","33005",3309,1206117,274.351,225.819
,"Coos County, NH","33007",2176,523148,415.943,263.373
,"Grafton County, NH","33009",3685,1349795,273.004,207.850
,"Hillsborough County, NH","33011",14149,6136619,230.567,221.964
,"Merrimack County, NH","33013",6337,2284066,277.444,230.063
,"Rockingham County, NH","33015",10257,4608293,222.577,218.965
,"Strafford County, NH","33017",4223,1889112,223.544,220.790
,"Sullivan County, NH","33019",2061,679323,303.390,229.436
,"Atlantic County, NJ","34001",14076,3967504,354.782,297.273
,"Bergen County, NJ","34003",39751,12316203,322.754,221.318
,"Burlington County, NJ","34005",19868,6791583,292.539,251.970
,"Camden County, NJ","34007",23789,7697860,309.034,273.463
,"Cape May County, NJ","34009",7454,1546441,482.010,285.770
,"Cumberland County, NJ","34011",8127,2378980,341.617,319.277
,"Essex County, NJ","34013",33090,11897848,278.118,271.874
,"Gloucester County, NJ","34015",12578,4373292,287.609,280.427
,"Hudson County, NJ","34017",22097,8644259,255.626,272.915
,"Hunterdon County, NJ","34019",4163,1957271,212.694,196.185
,"Mercer County, NJ","34021",14935,5276139,283.067,244.506
,"Middlesex County, NJ","34023",29609,10033884,295.090,244.782
,"Monmouth County, NJ","34025",28257,9478385,298.120,244.888
,"Morris County, NJ","34027",19296,7097518,271.870,221.218
,"Ocean County, NJ","34029",42316,8866949,477.233,268.598
,"Passaic County, NJ","34031",20575,7443205,276.427,260.429
,"Salem County, NJ","34033",3965,1025494,386.643,298.580
,"Somerset County, NJ","34035",10886,4382240,248.412,210.799
,"Sussex County, NJ","34037",5686,2313098,245.818,256.252
,"Union County, NJ","34039",22723,8082923,281.124,242.319
,"Warren County, NJ","34041",5177,1677066,308.694,254.928
,"Bernalillo County, NM","35001",21397,9322400,229.522,214.741
,"Catron County, NM","35003",178,54890,324.285,183.652
,"Chaves County, NM","35005",3099,988894,313.380,262.823
,"Cibola County, NM","35006",604,245996,245.532,232.700
,"Colfax County, NM","35007",705,210560,334.821,217.905
,"Curry County, NM","35009",2057,734788,279.945,296.935
,"DeBaca County, NM","35011",147,31431,467.691,251.348
,"Dona Ana County, NM","35013",6130,3079435,199.062,208.924
,"Eddy County, NM","35015",2636,827005,318.741,272.335
,"Grant County, NM","35017",1578,457673,344.788,219.144
,"Guadalupe County, NM","35019",217,71536,303.344,241.958
,"Harding County, NM","35021",41,11328,361.935,148.574
,"Hidalgo County, NM","35023",239,76898,310.801,234.032
,"Lea County, NM","35025",2534,981658,258.135,293.014
,"Lincoln County, NM","35027",854,308901,276.464,187.978
,"Los Alamos County, NM","35028",505,269055,187.694,147.834
,"Luna County, NM","35029",1618,387418,417.637,301.826
,"McKinley County, NM","35031",621,241555,257.084,232.351
,"Mora County, NM","35033",207,75731,273.336,200.792
,"Otero County, NM","35035",2604,918855,283.396,259.407
,"Quay County, NM","35037",626,139454,448.894,298.665
,"Rio Arriba County, NM","35039",1238,524595,235.992,212.205
,"Roosevelt County, NM","35041",824,299001,275.584,277.902
,"Sandoval County, NM","35043",3251,1614788,201.327,192.248
,"San Juan County, NM","35045",2567,1187901,216.095,201.439
,"San Miguel County, NM","35047",1133,446135,253.959,226.416
,"Santa Fe County, NM","35049",4013,2131505,188.271,166.684
,"Sierra County, NM","35051",1143,185811,615.141,283.371
,"Socorro County, NM","35053",660,242526,272.136,247.534
,"Taos County, NM","35055",936,469483,199.368,156.664
,"Torrance County, NM","35057",633,248815,254.406,252.274
,"Union County, NM","35059",233,66426,350.766,236.029
,"Valencia County, NM","35061",2424,1100609,220.242,230.930
,"Albany County, NY","36001",15915,4610076,345.222,266.292
,"Allegany County, NY","36003",2540,772551,328.781,265.569
,"Bronx County, NY","36005",57183,20532415,278.501,307.991
,"Broome County, NY","36007",12071,3064098,393.950,266.363
,"Cattaraugus County, NY","36009",5478,1239422,441.980,344.688
,"Cayuga County, NY","36011",4197,1268866,330.768,248.609
,"Chautauqua County, NY","36013",8774,2129239,412.072,289.275
,"Chemung County, NY","36015",5067,1398290,362.371,266.071
,"Chenango County, NY","36017",3758,801371,468.946,344.523
,"Clinton County, NY","36019",3419,1286017,265.860,251.486
,"Columbia County, NY","36021",4012,985546,407.084,275.302
,"Cortland County, NY","36023",2264,776881,291.422,263.026
,"Delaware County, NY","36025",3382,751952,449.763,291.461
,"Dutchess County, NY","36027",13017,4512429,288.470,254.178
,"Erie County, NY","36029",54251,14327304,378.655,275.895
,"Essex County, NY","36031",2161,618182,349.573,237.818
,"Franklin County, NY","36033",2362,756046,312.415,285.092
,"Fulton County, NY","36035",3531,871608,405.113,292.370
,"Genesee County, NY","36037",3421,938435,364.543,273.097
,"Greene County, NY","36039",2917,768797,379.424,278.772
,"Hamilton County, NY","36041",342,78244,437.094,262.455
,"Herkimer County, NY","36043",4344,1016581,427.315,290.706
,"Jefferson County, NY","36045",4782,1793247,266.667,275.540
,"Kings County, NY","36047",111948,35443228,315.852,311.402
,"Lewis County, NY","36049",1284,428502,299.649,244.036
,"Livingston County, NY","36051",2565,1023643,250.576,220.902
,"Madison County, NY","36053",3005,1133727,265.055,236.231
,"Monroe County, NY","36055",32338,11441914,282.628,223.766
,"Montgomery County, NY","36057",4238,784818,539.998,338.041
,"Nassau County, NY","36059",75596,19678392,384.157,271.007
,"New York County, NY","36061",56906,22156236,256.840,226.092
,"Niagara County, NY","36063",14813,3375263,438.870,322.153
,"Oneida County, NY","36065",14803,3624655,408.397,277.227
,"Onondaga County, NY","36067",20516,7109132,288.587,228.985
,"Ontario County, NY","36069",5023,1673749,300.105,232.092
,"Orange County, NY","36071",13978,5690317,245.645,261.325
,"Orleans County, NY","36073",2416,677818,356.438,303.985
,"Oswego County, NY","36075",5544,1926078,287.839,281.517
,"Otsego County, NY","36077",3366,977741,344.263,252.358
,"Putnam County, NY","36079",3783,1549196,244.191,252.362
,"Queens County, NY","36081",97349,26630562,365.554,296.180
,"Rensselaer County, NY","36083",8286,2455259,337.480,284.812
,"Richmond County, NY","36085",25249,6798616,371.384,345.970
,"Rockland County, NY","36087",12686,4578506,277.077,245.376
,"St. Lawrence County, NY","36089",5592,1746567,320.171,284.565
,"Saratoga County, NY","36091",8739,3396387,257.303,230.564
,"Schenectady County, NY","36093",8696,2323681,374.234,260.170
,"Schoharie County, NY","36095",1525,510380,298.797,240.255
,"Schuyler County, NY","36097",1021,296135,344.775,260.484
,"Seneca County, NY","36099",1688,556236,303.468,232.469
,"Steuben County, NY","36101",5389,1553792,346.829,266.544
,"Suffolk County, NY","36103",68745,22702327,302.810,267.931
,"Sullivan County, NY","36105",3915,1193336,328.072,287.505
,"Tioga County, NY","36107",2332,806512,289.146,239.269
,"Tompkins County, NY","36109",3241,1458884,222.156,218.036
,"Ulster County, NY","36111",8784,2834279,309.920,249.666
,"Warren County, NY","36113",3192,1029261,310.125,226.101
,"Washington County, NY","36115",2893,992053,291.617,236.245
,"Wayne County, NY","36117",4011,1473864,272.142,238.558
,"Westchester County, NY","36119",43706,14140611,309.081,229.838
,"Wyoming County, NY","36121",2015,669034,301.181,275.773
,"Yates County, NY","36123",1215,398964,304.539,231.692
,"Alamance County, NC","37001",7078,2288858,309.237,254.339
,"Alexander County, NC","37003",1513,573563,263.790,238.958
,"Alleghany County, NC","37005",696,172917,402.505,265.283
,"Anson County, NC","37007",1715,412474,415.784,348.340
,"Ashe County, NC","37009",1556,419516,370.904,242.601
,"Avery County, NC","37011",968,282595,342.540,259.585
,"Beaufort County, NC","37013",3108,739543,420.260,314.716
,"Bertie County, NC","37015",1282,323310,396.523,294.855
,"Bladen County, NC","37017",2198,530365,414.432,350.112
,"Brunswick County, NC","37019",5209,1595769,326.426,244.334
,"Buncombe County, NC","37021",11287,3665001,307.967,230.840
,"Burke County, NC","37023",4666,1363945,342.096,273.348
,"Cabarrus County, NC","37025",6159,2628664,234.302,250.247
,"Caldwell County, NC","37027",4192,1282790,326.788,285.132
,"Camden County, NC","37029",382,146449,260.842,265.081
,"Carteret County, NC","37031",3755,1023258,366.965,263.988
,"Caswell County, NC","37033",1231,374209,328.961,272.897
,"Catawba County, NC","37035",6663,2326260,286.425,258.159
,"Chatham County, NC","37037",2865,962745,297.587,194.184
,"Cherokee County, NC","37039",1784,416602,428.226,270.450
,"Chowan County, NC","37041",1008,231957,434.563,288.909
,"Clay County, NC","37043",629,162618,386.796,222.130
,"Cleveland County, NC","37045",5555,1537955,361.194,317.874
,"Columbus County, NC","37047",3785,866233,436.949,377.905
,"Craven County, NC","37049",4556,1544860,294.913,257.647
,"Cumberland County, NC","37051",10438,4787166,218.041,297.059
,"Currituck County, NC","37053",966,361751,267.035,272.752
,"Dare County, NC","37055",1310,534159,245.245,223.344
,"Davidson County, NC","37057",7888,2497847,315.792,286.141
,"Davie County, NC","37059",1807,629527,287.041,224.107
,"Duplin County, NC","37061",2702,879863,307.093,280.986
,"Durham County, NC","37063",7810,3974919,196.482,219.353
,"Edgecombe County, NC","37065",3476,883031,393.644,346.169
,"Forsyth County, NC","37067",13358,5325310,250.840,231.086
,"Franklin County, NC","37069",2298,913267,251.624,252.198
,"Gaston County, NC","37071",9858,3176762,310.316,294.258
,"Gates County, NC","37073",584,182779,319.512,272.946
,"Graham County, NC","37075",526,126489,415.846,275.090
,"Granville County, NC","37077",2208,888338,248.554,248.975
,"Greene County, NC","37079",1016,324913,312.699,301.586
,"Guilford County, NC","37081",17498,7248026,241.417,229.254
,"Halifax County, NC","37083",3486,836099,416.936,325.782
,"Harnett County, NC","37085",4140,1726033,239.856,290.597
,"Haywood County, NC","37087",3701,920377,402.118,259.617
,"Henderson County, NC","37089",6172,1623262,380.222,218.944
,"Hertford County, NC","37091",1398,377826,370.012,292.396
,"Hoke County, NC","37093",1192,622537,191.475,299.612
,"Hyde County, NC","37095",356,90381,393.888,301.318
,"Iredell County, NC","37097",6681,2376013,281.185,280.627
,"Jackson County, NC","37099",1385,550633,251.529,218.309
,"Johnston County, NC","37101",6249,2522460,247.734,303.967
,"Jones County, NC","37103",707,159655,442.830,327.156
,"Lee County, NC","37105",2575,862766,298.459,273.251
,"Lenoir County, NC","37107",4033,932131,432.665,354.116
,"Lincoln County, NC","37109",3512,1180127,297.595,301.096
,"McDowell County, NC","37111",2281,697361,327.090,263.780
,"Macon County, NC","37113",2154,520593,413.759,242.650
,"Madison County, NC","37115",1141,326532,349.430,256.885
,"Martin County, NC","37117",1903,385469,493.684,381.536
,"Mecklenburg County, NC","37119",22801,13370970,170.526,216.484
,"Mitchell County, NC","37121",1027,246579,416.499,273.893
,"Montgomery County, NC","37123",1310,427552,306.395,252.583
,"Moore County, NC","37125",4886,1347453,362.610,206.554
,"Nash County, NC","37127",4655,1460777,318.666,291.797
,"New Hanover County, NC","37129",8523,3075950,277.085,249.342
,"Northampton County, NC","37131",1493,343749,434.329,293.761
,"Onslow County, NC","37133",3951,2621395,150.721,259.326
,"Orange County, NC","37135",3247,1920869,169.038,203.877
,"Pamlico County, NC","37137",776,205260,378.057,249.263
,"Pasquotank County, NC","37139",2081,608953,341.734,303.842
,"Pender County, NC","37141",2183,790762,276.063,246.822
,"Perquimans County, NC","37143",885,203398,435.108,286.009
,"Person County, NC","37145",2054,608412,337.600,288.259
,"Pitt County, NC","37147",5723,2501658,228.768,274.166
,"Polk County, NC","37149",1404,316162,444.076,214.332
,"Randolph County, NC","37151",6215,2178812,285.247,264.212
,"Richmond County, NC","37153",3073,711217,432.076,381.469
,"Robeson County, NC","37155",4162,1231749,337.894,331.515
,"Rockingham County, NC","37157",5474,1466096,373.373,294.043
,"Rowan County, NC","37159",7266,2140501,339.453,288.465
,"Rutherford County, NC","37161",4520,1048172,431.227,324.465
,"Sampson County, NC","37163",3166,965134,328.037,295.691
,"Scotland County, NC","37165",1884,507086,371.535,323.017
,"Stanly County, NC","37167",3499,934132,374.572,311.581
,"Stokes County, NC","37169",2433,737536,329.882,278.561
,"Surry County, NC","37171",4148,1151689,360.167,271.822
,"Swain County, NC","37173",671,153173,438.067,300.277
,"Transylvania County, NC","37175",1920,506408,379.141,202.173
,"Tyrrell County, NC","37177",248,66476,373.067,293.039
,"Union County, NC","37179",5286,2895579,182.554,245.814
,"Vance County, NC","37181",2420,704480,343.516,314.510
,"Wake County, NC","37183",20010,12770273,156.692,214.793
,"Warren County, NC","37185",1262,309318,407.994,281.671
,"Washington County, NC","37187",1047,207209,505.287,365.290
,"Watauga County, NC","37189",1544,778592,198.307,206.691
,"Wayne County, NC","37191",5532,1881899,293.958,293.107
,"Wilkes County, NC","37193",3338,1087187,307.031,243.281
,"Wilson County, NC","37195",3860,1246408,309.690,275.987
,"Yadkin County, NC","37197",1939,599291,323.549,266.370
,"Yancey County, NC","37199",1022,281131,363.532,239.028
,"Adams County, ND","38001",181,37666,480.539,210.927
,"Barnes County, ND","38003",694,175020,396.526,219.092
,"Benson County, ND","38005",228,49511,460.504,249.584
,"Billings County, ND","38007",25,13099,190.854,130.977
,"Bottineau County, ND","38009",417,103067,404.591,218.327
,"Bowman County, ND","38011",276,49658,555.802,280.713
,"Burke County, ND","38013",121,33115,365.393,217.761
,"Burleigh County, ND","38015",2917,1225757,237.975,197.126
,"Cass County, ND","38017",4170,2268004,183.862,197.601
,"Cavalier County, ND","38019",296,65404,452.572,200.173
,"Dickey County, ND","38021",408,84572,482.429,214.755
,"Divide County, ND","38023",165,34724,475.176,182.146
,"Dunn County, ND","38025",196,52204,375.450,240.761
,"Eddy County, ND","38027",245,38448,637.224,273.360
,"Emmons County, ND","38029",354,58470,605.439,262.470
,"Foster County, ND","38031",296,54585,542.274,265.814
,"Golden Valley County, ND","38033",92,27819,330.709,176.670
,"Grand Forks County, ND","38035",2277,1025268,222.088,236.371
,"Grant County, ND","38037",199,39090,509.082,223.798
,"Griggs County, ND","38039",247,38702,638.210,246.219
,"Hettinger County, ND","38041",192,40412,475.106,205.179
,"Kidder County, ND","38043",153,39227,390.037,212.456
,"LaMoure County, ND","38045",271,68334,396.581,190.246
,"Logan County, ND","38047",144,32241,446.636,188.532
,"McHenry County, ND","38049",377,89781,419.911,237.065
,"McIntosh County, ND","38051",319,46840,681.042,203.139
,"McKenzie County, ND","38053",286,95246,300.275,244.549
,"McLean County, ND","38055",542,135818,399.063,205.744
,"Mercer County, ND","38057",426,131772,323.286,233.142
,"Morton County, ND","38059",1212,418053,289.915,224.669
,"Mountrail County, ND","38061",398,86011,462.732,298.042
,"Nelson County, ND","38063",374,50643,738.503,293.259
,"Oliver County, ND","38065",54,29501,183.045,130.301
,"Pembina County, ND","38067",507,118664,427.257,224.762
,"Pierce County, ND","38069",368,68158,539.922,239.582
,"Ramsey County, ND","38071",877,166566,526.518,295.011
,"Ransom County, ND","38073",476,89099,534.237,269.845
,"Renville County, ND","38075",163,39878,408.747,225.598
,"Richland County, ND","38077",869,259634,334.702,226.513
,"Rolette County, ND","38079",202,50071,403.427,220.321
,"Sargent County, ND","38081",189,63194,299.079,199.712
,"Sheridan County, ND","38083",86,22237,386.743,171.384
,"Sioux County, ND","38085",25,9430,265.111,178.679
,"Slope County, ND","38087",23,11668,197.120,127.711
,"Stark County, ND","38089",1237,394281,313.736,215.384
,"Steele County, ND","38091",104,31995,325.051,186.064
,"Stutsman County, ND","38093",1146,330979,346.246,220.192
,"Towner County, ND","38095",213,37309,570.908,245.426
,"Traill County, ND","38097",561,129280,433.942,229.197
,"Walsh County, ND","38099",805,177698,453.016,243.222
,"Ward County, ND","38101",2517,952837,264.159,229.940
,"Wells County, ND","38103",406,69637,583.023,226.271
,"Williams County, ND","38105",1012,364814,277.402,220.873
,"Adams County, OH","39001",1473,448692,328.288,296.525
,"Allen County, OH","39003",6125,1681140,364.336,292.715
,"Ashland County, OH","39005",2994,843206,355.073,275.151
,"Ashtabula County, OH","39007",6076,1605476,378.455,297.369
,"Athens County, OH","39009",2480,996062,248.980,303.370
,"Auglaize County, OH","39011",2748,729857,376.512,275.431
,"Belmont County, OH","39013",5501,1112692,494.387,323.886
,"Brown County, OH","39015",2147,702831,305.479,280.421
,"Butler County, OH","39017",13582,5600158,242.529,255.012
,"Carroll County, OH","39019",1533,457732,334.912,266.511
,"Champaign County, OH","39021",1973,627675,314.335,281.044
,"Clark County, OH","39023",8781,2200750,399.000,309.031
,"Clermont County, OH","39025",6983,3059512,228.239,248.001
,"Clinton County, OH","39027",2040,664117,307.175,286.128
,"Columbiana County, OH","39029",6609,1719761,384.298,296.034
,"Coshocton County, OH","39031",2087,588236,354.790,284.903
,"Crawford County, OH","39033",2780,703064,395.412,285.327
,"Cuyahoga County, OH","39035",82184,20183000,407.194,301.398
,"Darke County, OH","39037",3257,839467,387.984,276.341
,"Defiance County, OH","39039",1910,618392,308.866,256.019
,"Delaware County, OH","39041",3989,2496072,159.811,207.709
,"Erie County, OH","39043",4277,1223090,349.688,249.808
,"Fairfield County, OH","39045",5582,2244317,248.717,253.061
,"Fayette County, OH","39047",2084,455110,457.911,390.013
,"Franklin County, OH","39049",41340,17627725,234.517,271.779
,"Fulton County, OH","39051",2080,675321,308.002,257.235
,"Gallia County, OH","39053",1846,488035,378.252,323.949
,"Geauga County, OH","39055",3865,1482753,260.664,213.321
,"Greene County, OH","39057",6581,2462512,267.247,243.634
,"Guernsey County, OH","39059",2420,638998,378.718,311.249
,"Hamilton County, OH","39061",39396,12627238,311.992,269.613
,"Hancock County, OH","39063",3715,1167643,318.162,259.211
,"Hardin County, OH","39065",1987,505428,393.132,359.716
,"Harrison County, OH","39067",1226,251333,487.799,340.561
,"Henry County, OH","39069",1514,451800,335.104,252.882
,"Highland County, OH","39071",2418,683969,353.525,301.214
,"Hocking County, OH","39073",1447,460829,313.999,284.172
,"Holmes County, OH","39075",1669,674100,247.589,264.886
,"Huron County, OH","39077",2787,945888,294.644,272.001
,"Jackson County, OH","39079",2070,523123,395.700,354.059
,"Jefferson County, OH","39081",5920,1110159,533.257,366.767
,"Knox County, OH","39083",3233,944074,342.452,290.342
,"Lake County, OH","39085",12374,3605284,343.218,262.951
,"Lawrence County, OH","39087",3812,987805,385.906,333.272
,"Licking County, OH","39089",6761,2563637,263.727,256.150
,"Logan County, OH","39091",2448,726336,337.034,290.366
,"Lorain County, OH","39093",13675,4692704,291.410,249.736
,"Lucas County, OH","39095",25041,6942549,360.689,318.210
,"Madison County, OH","39097",1835,671462,273.284,280.988
,"Mahoning County, OH","39099",17642,3825304,461.192,299.890
,"Marion County, OH","39101",3766,1049130,358.964,309.962
,"Medina County, OH","39103",6623,2666244,248.402,240.048
,"Meigs County, OH","39105",1543,373823,412.762,336.815
,"Mercer County, OH","39107",2670,648446,411.754,308.819
,"Miami County, OH","39109",5195,1610489,322.573,270.515
,"Monroe County, OH","39111",1047,235208,445.138,309.083
,"Montgomery County, OH","39113",27462,8448322,325.059,264.050
,"Morgan County, OH","39115",816,238074,342.751,261.235
,"Morrow County, OH","39117",1491,548308,271.927,265.340
,"Muskingum County, OH","39119",4680,1361400,343.764,279.257
,"Noble County, OH","39121",684,229390,298.182,230.857
,"Ottawa County, OH","39123",2599,656860,395.670,272.547
,"Paulding County, OH","39125",995,310509,320.442,278.127
,"Perry County, OH","39127",1738,566595,306.745,306.801
,"Pickaway County, OH","39129",2522,870219,289.812,291.498
,"Pike County, OH","39131",1512,449619,336.285,287.340
,"Portage County, OH","39133",6810,2501997,272.183,275.024
,"Preble County, OH","39135",2453,670159,366.033,316.442
,"Putnam County, OH","39137",1560,548723,284.296,232.264
,"Richland County, OH","39139",6909,1983099,348.394,271.914
,"Ross County, OH","39141",3907,1214150,321.789,310.726
,"Sandusky County, OH","39143",3212,968746,331.563,260.925
,"Scioto County, OH","39145",5526,1238083,446.335,367.831
,"Seneca County, OH","39147",3455,902299,382.911,305.645
,"Shelby County, OH","39149",2442,774430,315.329,290.798
,"Stark County, OH","39151",20886,5941084,351.552,261.069
,"Summit County, OH","39153",28160,8457075,332.976,266.373
,"Trumbull County, OH","39155",14183,3375229,420.209,302.840
,"Tuscarawas County, OH","39157",5583,1464522,381.217,282.631
,"Union County, OH","39159",1548,778456,198.855,247.401
,"Van Wert County, OH","39161",1719,460785,373.059,269.051
,"Vinton County, OH","39163",684,211072,324.060,317.520
,"Warren County, OH","39165",6667,3140175,212.313,239.960
,"Washington County, OH","39167",3424,982175,348.614,260.691
,"Wayne County, OH","39169",5339,1809616,295.035,255.833
,"Williams County, OH","39171",1909,603683,316.226,239.126
,"Wood County, OH","39173",5860,1977407,296.348,284.393
,"Wyandot County, OH","39175",1405,358949,391.421,286.757
,"Adair County, OK","40001",800,177720,450.146,342.488
,"Alfalfa County, OK","40003",405,88368,458.311,285.491
,"Atoka County, OK","40005",877,187517,467.691,375.995
,"Beaver County, OK","40007",306,87138,351.167,252.723
,"Beckham County, OK","40009",1380,330570,417.461,365.986
,"Blaine County, OK","40011",760,157748,481.781,339.498
,"Bryan County, OK","40013",2381,551926,431.398,333.812
,"Caddo County, OK","40015",1605,335599,478.249,351.613
,"Canadian County, OK","40017",4073,1631136,249.703,281.909
,"Carter County, OK","40019",3236,664420,487.041,379.210
,"Cherokee County, OK","40021",1891,451751,418.593,321.980
,"Choctaw County, OK","40023",1269,196148,646.960,440.935
,"Cimarron County, OK","40025",182,39850,456.713,266.144
,"Cleveland County, OK","40027",8502,3572025,238.016,281.249
,"Coal County, OK","40029",618,74121,833.772,511.552
,"Comanche County, OK","40031",4787,1721350,278.096,330.205
,"Cotton County, OK","40033",494,88384,558.925,391.564
,"Craig County, OK","40035",1106,182633,605.586,413.960
,"Creek County, OK","40037",4125,975497,422.861,347.925
,"Custer County, OK","40039",1498,396327,377.971,315.882
,"Delaware County, OK","40041",2518,470361,535.333,335.721
,"Dewey County, OK","40043",426,70442,604.753,350.607
,"Ellis County, OK","40045",344,63402,542.570,309.415
,"Garfield County, OK","40047",3734,898664,415.506,311.691
,"Garvin County, OK","40049",2083,394292,528.289,377.086
,"Grady County, OK","40051",2840,758673,374.338,349.372
,"Grant County, OK","40053",355,72357,490.623,284.015
,"Greer County, OK","40055",483,93737,515.271,334.566
,"Harmon County, OK","40057",227,45291,501.203,301.414
,"Harper County, OK","40059",314,56968,551.187,342.637
,"Haskell County, OK","40061",939,161655,580.867,392.334
,"Hughes County, OK","40063",1181,173022,682.572,431.671
,"Jackson County, OK","40065",1495,405617,368.574,347.714
,"Jefferson County, OK","40067",599,94641,632.918,412.034
,"Johnston County, OK","40069",660,140318,470.360,349.973
,"Kay County, OK","40071",3114,654961,475.448,320.181
,"Kingfisher County, OK","40073",877,226312,387.518,306.922
,"Kiowa County, OK","40075",864,140393,615.415,413.171
,"Latimer County, OK","40077",651,131442,495.275,323.363
,"Le Flore County, OK","40079",3073,673058,456.573,375.907
,"Lincoln County, OK","40081",1955,494697,395.191,336.433
,"Logan County, OK","40083",1808,616447,293.294,277.950
,"Love County, OK","40085",557,136147,409.117,313.427
,"McClain County, OK","40087",1701,488983,347.865,359.437
,"McCurtain County, OK","40089",2079,434369,478.625,386.889
,"McIntosh County, OK","40091",1543,251693,613.048,348.031
,"Major County, OK","40093",633,117818,537.269,333.862
,"Marshall County, OK","40095",981,213582,459.308,313.151
,"Mayes County, OK","40097",2195,484422,453.117,342.761
,"Murray County, OK","40099",1009,180092,560.269,376.651
,"Muskogee County, OK","40101",4537,883416,513.575,382.433
,"Noble County, OK","40103",648,164842,393.104,287.420
,"Nowata County, OK","40105",695,133140,522.007,338.320
,"Okfuskee County, OK","40107",835,149538,558.386,397.844
